total_events,score_mean
48,52.56363636363637
39,73.22727272727273
70,63.55454545454545
45,72.25454545454545
49,72.00909090909092
50,76.74545454545455
76,86.7909090909091
57,52.627272727272725
68,69.68181818181819
62,70.8
44,80.19090909090909
67,73.64545454545454
57,71.27272727272727
71,73.89090909090909
92,88.74545454545455
54,68.7909090909091
44,73.34545454545454
73,72.31818181818181
47,66.39999999999999
66,66.60000000000001
65,83.04545454545455
62,70.21818181818183
32,57.809090909090905
61,76.4090909090909
32,63.98181818181818
41,63.36363636363637
52,70.97272727272728
74,67.21818181818182
45,62.78181818181818
60,77.89090909090909
57,74.51818181818182
75,79.64545454545454
71,59.14545454545455
46,71.32727272727273
48,67.10909090909091
61,74.06363636363636
72,78.93636363636364
45,41.92727272727273
62,74.68181818181819
66,68.86363636363636
66,72.38181818181819
63,57.154545454545456
47,77.2090909090909
33,74.98181818181818
88,71.23636363636363
57,71.26363636363637
70,57.2
60,72.2090909090909
62,70.94545454545454
66,80.73636363636363
75,78.03636363636363
65,76.99090909090908
56,67.32727272727273
65,79.48181818181818
57,74.87272727272727
62,65.53636363636363
62,73.17272727272727
66,67.35454545454546
62,81.79090909090908
43,65.89090909090909
72,66.10909090909091
54,60.64545454545455
55,65.9090909090909
59,58.32727272727273
75,80.82727272727273
44,62.21818181818182
75,78.36363636363636
46,69.44545454545454
60,67.54545454545455
50,63.74545454545455
71,68.33636363636364
41,56.1
49,54.85454545454545
52,62.26363636363636
52,61.627272727272725
69,52.845454545454544
50,72.8
58,55.99090909090909
68,79.83636363636364
73,60.07272727272727
59,71.82727272727273
74,73.18181818181819
54,57.7
68,79.60909090909091
62,79.25454545454545
84,69.63636363636364
68,82.58181818181818
44,65.37272727272727
66,66.06363636363636
59,67.75454545454545
63,54.1
81,74.44545454545454
53,70.0909090909091
88,72.15454545454546
46,46.92727272727273
66,84.91818181818182
53,74.72727272727273
57,64.11818181818181
29,60.76363636363636
81,79.26363636363637
46,47.654545454545456
74,64.08181818181818
64,74.89090909090909
56,71.30909090909091
64,74.53636363636363
93,78.86363636363636
50,76.84545454545454
58,72.17272727272727
52,83.5
68,72.84545454545456
65,68.30909090909091
68,83.43636363636364
73,51.10909090909092
75,70.73636363636363
83,79.51818181818182
60,68.76363636363637
53,68.7090909090909
56,66.33636363636364
40,64.65454545454546
48,62.61818181818182
66,79.12727272727273
93,65.47272727272728
64,64.10909090909091
53,67.55454545454546
73,66.56363636363636
58,56.54545454545455
58,73.24545454545455
54,68.94545454545455
46,59.58181818181818
85,64.72727272727273
60,67.18181818181819
69,55.75454545454546
84,76.10909090909091
87,81.39999999999999
59,60.04545454545455
57,76.15454545454546
63,78.4090909090909
68,50.60909090909092
52,61.68181818181818
34,64.77272727272727
81,73.39090909090909
38,45.38181818181818
49,59.054545454545455
41,73.2909090909091
49,74.39090909090909
76,65.60000000000001
48,66.57272727272726
34,76.15454545454546
